D_ID,CREATED,ORIGIN_PID,DESTINATION_PID,VALID_FROM,VALID_TO,COMPANY_ID,SUPPLIER_ID,EQUIPMENT_ID
390006643,2021-05-25T18:32:03.209Z,585,308,2021-05-15,2021-05-31,3564,38,2
388810489,2021-05-25T18:36:41.222Z,898,218,2021-05-01,2021-05-14,3564,53,4
380246517,2021-05-25T18:54:33.969Z,308,898,2021-05-01,2021-05-02,3564,53,2
388815732,2021-05-25T18:36:41.222Z,781,218,2021-05-10,2021-05-14,3564,40,4
389592214,2021-05-24T20:50:56.105Z,638,898,2021-04-15,2021-04-30,3709,43,2
389592309,2021-05-24T20:50:56.106Z,638,529,2021-04-15,2021-04-30,3709,43,4
385844133,2021-05-25T18:36:41.206Z,736,638,2021-05-01,2021-05-02,3564,38,2
388834571,2021-05-25T18:36:41.220Z,266,638,2021-05-01,2021-05-14,3564,53,1
389852276,2021-05-25T13:33:07.506Z,587,736,2021-05-01,2021-05-31,3709,1023,1
389595129,2021-05-24T20:50:56.109Z,54,806,2021-04-15,2021-04-30,3709,43,2
380234266,2021-05-25T18:54:33.967Z,678,723,2021-04-01,2021-04-30,3564,53,4
389592585,2021-05-24T20:50:56.106Z,681,688,2021-04-15,2021-04-30,3709,43,1
389857119,2021-05-25T13:33:07.522Z,308,764,2021-05-01,2021-05-31,3709,1023,2
385838123,2021-05-25T18:36:41.205Z,796,638,2021-05-01,2021-05-02,3564,38,2
386913634,2021-05-26T08:40:45.227Z,736,638,2021-05-01,2021-05-14,4023,53,2
390157851,2021-05-25T18:49:58.214Z,723,308,2021-05-15,2021-05-31,3564,89,4
388814561,2021-05-25T18:36:41.221Z,796,218,2021-05-01,2021-05-14,3564,53,2
386913123,2021-05-26T08:40:45.227Z,781,54,2021-05-01,2021-05-14,4023,53,4
389852430,2021-05-25T13:33:07.508Z,587,529,2021-05-01,2021-05-31,3709,1023,1
388810010,2021-05-25T18:36:41.222Z,898,587,2021-05-01,2021-05-14,3564,53,4
386912522,2021-05-26T08:40:45.227Z,912,218,2021-05-01,2021-05-14,4023,53,4
390001565,2021-05-25T18:32:03.203Z,898,308,2021-05-15,2021-05-31,3564,82,4
388814426,2021-05-25T18:36:41.221Z,796,681,2021-05-01,2021-05-14,3564,53,1
388809984,2021-05-25T18:36:41.222Z,898,638,2021-05-10,2021-05-14,3564,40,4
390001557,2021-05-25T18:32:03.203Z,898,308,2021-05-15,2021-05-31,3564,1023,2
390415364,2021-05-26T18:40:22.501Z,191,638,2021-05-01,2021-05-14,3709,53,4
390074032,2021-05-25T18:38:17.339Z,638,898,2021-04-01,2021-04-02,3564,1023,1
389592543,2021-05-24T20:50:56.106Z,681,796,2021-04-15,2021-04-30,3709,43,1
390029785,2021-05-25T18:34:44.888Z,764,678,2021-05-17,2021-05-31,3564,40,4
388818069,2021-05-25T18:36:41.225Z,736,681,2021-05-01,2021-05-14,3564,1023,1
389594909,2021-05-24T20:50:56.112Z,54,529,2021-04-15,2021-04-30,3709,43,4
390006633,2021-05-25T18:32:03.209Z,585,308,2021-05-15,2021-05-31,3564,82,4
389857426,2021-05-25T13:33:07.517Z,308,266,2021-05-01,2021-05-31,3709,1023,2
390074713,2021-05-25T18:38:17.341Z,587,585,2021-05-15,2021-05-16,3564,190,1
386912637,2021-05-26T08:40:45.227Z,898,504,2021-05-01,2021-05-14,4023,53,2
390026155,2021-05-25T18:34:44.892Z,898,308,2021-05-15,2021-05-31,3564,48,1
380246629,2021-05-25T18:54:33.969Z,308,781,2021-05-01,2021-05-02,3564,53,4
390030658,2021-05-25T18:34:44.893Z,723,308,2021-05-17,2021-05-31,3564,40,2
388810736,2021-05-25T18:36:41.222Z,898,54,2021-05-10,2021-05-14,3564,40,1
390415103,2021-05-26T18:40:22.502Z,266,504,2021-05-01,2021-05-14,3709,53,4
389857113,2021-05-25T13:33:07.521Z,308,781,2021-05-01,2021-05-31,3709,1023,2
389850835,2021-05-25T13:33:07.518Z,638,912,2021-05-01,2021-05-31,3709,1023,2
390415479,2021-05-26T18:40:22.500Z,191,54,2021-05-01,2021-05-14,3709,53,1
389850483,2021-05-25T13:33:07.507Z,638,723,2021-05-01,2021-05-31,3709,1023,2
389591707,2021-05-24T20:50:56.106Z,681,912,2021-04-15,2021-04-30,3709,43,1
388815980,2021-05-25T18:36:41.220Z,764,638,2021-05-01,2021-05-14,3564,53,1
390010009,2021-05-25T18:32:03.198Z,266,308,2021-05-15,2021-05-31,3564,190,1
388055292,2021-05-25T18:36:41.218Z,723,218,2021-05-01,2021-05-14,3564,53,4
390027545,2021-05-25T18:34:44.892Z,806,308,2021-05-15,2021-05-31,3564,43,2
390154814,2021-05-25T18:49:58.214Z,796,308,2021-05-15,2021-05-31,3564,89,4
389591786,2021-05-24T20:50:56.109Z,681,266,2021-04-15,2021-04-30,3709,43,4
388837291,2021-05-25T18:36:41.221Z,191,587,2021-05-01,2021-05-14,3564,53,2
380234265,2021-05-25T18:54:33.967Z,678,723,2021-05-01,2021-05-02,3564,53,4
388815644,2021-05-25T18:36:41.222Z,781,681,2021-05-10,2021-05-14,3564,40,2
385839325,2021-05-25T18:36:41.205Z,796,218,2021-05-01,2021-05-02,3564,38,1
388828346,2021-05-25T18:36:41.225Z,529,587,2021-05-01,2021-05-14,3564,53,1
390026158,2021-05-25T18:34:44.892Z,898,308,2021-05-15,2021-05-31,3564,43,1
388817922,2021-05-25T18:36:41.225Z,736,54,2021-05-01,2021-05-14,3564,53,2
388825950,2021-05-25T18:36:41.224Z,585,638,2021-05-01,2021-05-14,3564,48,1
390033092,2021-05-25T18:34:44.896Z,585,308,2021-05-17,2021-05-31,3564,40,2
388813713,2021-05-25T18:36:41.222Z,806,638,2021-05-01,2021-05-14,3564,1023,1
390028110,2021-05-25T18:34:44.890Z,796,308,2021-05-15,2021-05-31,3564,43,1
385898004,2021-05-25T18:36:41.205Z,218,736,2021-04-15,2021-06-30,3564,190,1
390030652,2021-05-25T18:34:44.893Z,723,308,2021-05-15,2021-05-31,3564,48,2
390010019,2021-05-25T18:32:03.200Z,266,308,2021-05-10,2021-05-16,3564,40,4
390161758,2021-05-25T18:49:58.215Z,585,308,2021-05-15,2021-05-31,3564,89,2
390002623,2021-05-25T18:32:03.199Z,764,678,2021-05-10,2021-05-16,3564,40,4
390011210,2021-05-25T18:32:03.202Z,191,308,2021-05-15,2021-05-31,3564,1023,4
385865596,2021-05-25T18:36:41.205Z,266,681,2021-05-01,2021-05-02,3564,38,1
388818110,2021-05-25T18:36:41.224Z,736,638,2021-05-01,2021-05-14,3564,43,2
385834046,2021-05-25T18:36:41.206Z,898,681,2021-05-01,2021-05-02,3564,38,1
380264606,2021-05-25T18:54:34.200Z,308,218,2021-04-01,2021-04-02,3564,53,1
388055539,2021-05-25T18:36:41.218Z,723,587,2021-05-01,2021-05-14,3564,43,4
385865359,2021-05-25T18:36:41.205Z,266,54,2021-05-01,2021-05-02,3564,38,2
389592311,2021-05-24T20:50:56.104Z,638,529,2021-04-15,2021-04-30,3709,43,1
390003813,2021-05-25T18:32:03.204Z,723,678,2021-05-10,2021-05-16,3564,40,1
390088167,2021-05-25T18:38:17.340Z,218,585,2021-05-15,2021-05-16,3564,190,2
388815694,2021-05-25T18:36:41.222Z,781,587,2021-05-10,2021-05-14,3564,40,2
380234617,2021-05-25T18:54:33.967Z,678,266,2021-05-01,2021-05-02,3564,53,2
390031711,2021-05-25T18:34:44.920Z,678,191,2021-06-15,2021-06-30,3564,82,4
390156840,2021-05-25T18:49:58.215Z,736,308,2021-05-15,2021-05-31,3564,89,4
388814911,2021-05-25T18:36:41.221Z,796,587,2021-05-01,2021-05-14,3564,1023,4
388837294,2021-05-25T18:36:41.221Z,191,587,2021-05-01,2021-05-14,3564,48,2
388818072,2021-05-25T18:43:48.399Z,736,681,2021-05-01,2021-05-02,3564,190,1
390088127,2021-05-25T18:38:17.340Z,218,806,2021-05-15,2021-05-16,3564,190,4
390414086,2021-05-26T18:40:22.501Z,688,54,2021-05-01,2021-05-14,3709,53,2
388814560,2021-05-25T18:36:41.221Z,796,218,2021-05-01,2021-05-14,3564,53,4
390072346,2021-05-25T18:38:17.343Z,681,764,2021-05-15,2021-05-16,3564,190,2
388809979,2021-05-25T18:36:41.222Z,898,638,2021-05-01,2021-05-14,3564,48,2
389848628,2021-05-25T13:33:07.517Z,681,898,2021-05-01,2021-05-31,3709,1023,4
386912621,2021-05-26T08:40:45.227Z,898,587,2021-05-01,2021-05-14,4023,53,4
385851075,2021-05-25T18:36:41.206Z,638,796,2021-04-15,2021-04-16,3564,190,1
389852315,2021-05-25T13:33:07.507Z,587,688,2021-05-01,2021-05-31,3709,1023,1
388813750,2021-05-25T18:36:41.222Z,806,587,2021-05-01,2021-05-14,3564,48,2
385851190,2021-05-25T18:36:41.206Z,638,191,2021-04-15,2021-04-16,3564,190,2
390001228,2021-05-25T18:32:03.201Z,912,308,2021-05-15,2021-05-31,3564,38,1
388818867,2021-05-25T18:36:41.222Z,723,638,2021-05-01,2021-05-14,3564,1023,2
390413169,2021-05-26T18:40:22.500Z,806,504,2021-05-01,2021-05-14,3709,53,1
388055373,2021-05-25T18:36:41.218Z,723,54,2021-05-01,2021-05-14,3564,43,4
390002563,2021-05-25T18:32:03.202Z,781,308,2021-05-15,2021-05-31,3564,68,1
389592552,2021-05-24T20:50:56.106Z,681,781,2021-04-15,2021-04-30,3709,43,1
388836570,2021-05-25T18:36:41.221Z,191,218,2021-05-01,2021-05-14,3564,53,4
390004303,2021-05-25T18:32:03.209Z,736,308,2021-05-15,2021-05-31,3564,68,1
386912867,2021-05-26T08:40:45.235Z,796,681,2021-05-01,2021-05-14,4023,53,4
390413534,2021-05-26T18:40:22.500Z,764,587,2021-05-01,2021-05-14,3709,53,1
390002263,2021-05-25T18:32:03.202Z,806,308,2021-05-15,2021-05-31,3564,82,4
388837301,2021-05-25T18:36:41.221Z,191,587,2021-05-10,2021-05-14,3564,40,1
388837263,2021-05-25T18:36:41.221Z,191,638,2021-05-01,2021-05-14,3564,43,1
390413227,2021-05-26T18:40:22.502Z,796,504,2021-05-01,2021-05-14,3709,53,4
388834210,2021-05-25T18:36:41.220Z,266,218,2021-05-01,2021-05-14,3564,48,1
390413505,2021-05-26T18:40:22.501Z,781,54,2021-05-01,2021-05-14,3709,53,4
390005558,2021-05-25T18:32:03.210Z,678,796,2021-05-01,2021-05-02,3564,82,2
380234645,2021-05-25T18:54:33.967Z,678,191,2021-05-01,2021-05-02,3564,53,4
389592954,2021-05-24T20:50:56.104Z,587,806,2021-04-15,2021-04-30,3709,43,1
385851062,2021-05-25T18:36:41.206Z,638,806,2021-04-15,2021-04-16,3564,190,2
385851074,2021-05-25T18:36:41.206Z,638,796,2021-04-15,2021-04-16,3564,190,2
388837217,2021-05-25T18:36:41.221Z,191,681,2021-05-01,2021-05-14,3564,43,2
388818874,2021-05-25T18:36:41.222Z,723,638,2021-05-01,2021-05-14,3564,48,1
386912523,2021-05-26T08:40:45.227Z,912,218,2021-05-01,2021-05-14,4023,53,2
389592567,2021-05-24T20:50:56.106Z,681,723,2021-04-15,2021-04-30,3709,43,1
390002566,2021-05-25T18:32:03.202Z,781,308,2021-05-10,2021-05-16,3564,40,1
389857120,2021-05-25T13:33:07.514Z,308,764,2021-05-01,2021-05-31,3709,1023,1
389851119,2021-05-25T13:33:07.511Z,638,529,2021-05-01,2021-05-31,3709,1023,4
390004309,2021-05-25T18:32:03.209Z,736,308,2021-05-15,2021-05-31,3564,38,1
389592979,2021-05-24T20:50:56.106Z,587,723,2021-04-15,2021-04-30,3709,43,4
389848670,2021-05-25T13:33:07.543Z,681,688,2021-05-01,2021-05-31,3709,1023,2
389593840,2021-05-24T20:50:56.106Z,587,529,2021-04-15,2021-04-30,3709,43,2
389857252,2021-05-25T13:33:07.532Z,308,585,2021-05-01,2021-05-31,3709,1023,2
389592248,2021-05-24T20:50:56.104Z,638,781,2021-04-15,2021-04-30,3709,43,1
386912897,2021-05-26T08:40:45.228Z,796,504,2021-05-01,2021-05-14,4023,53,4
390072353,2021-05-25T18:38:17.344Z,681,736,2021-05-15,2021-05-16,3564,190,1
389593009,2021-05-24T20:50:56.106Z,587,585,2021-04-15,2021-04-30,3709,43,4
389857251,2021-05-25T13:33:07.532Z,308,585,2021-05-01,2021-05-31,3709,1023,4
390009921,2021-05-25T18:32:03.211Z,308,764,2021-05-01,2021-05-02,3564,82,1
386161286,2021-05-25T18:54:33.975Z,308,638,2021-04-01,2021-04-30,3564,53,2
390088150,2021-05-25T18:38:17.340Z,218,736,2021-05-15,2021-05-16,3564,190,1
380246573,2021-05-25T18:54:33.969Z,308,806,2021-05-01,2021-05-02,3564,53,1
388810909,2021-05-25T18:36:41.222Z,898,218,2021-05-10,2021-05-14,3564,40,4
388818071,2021-05-25T18:43:48.399Z,736,681,2021-05-01,2021-05-02,3564,190,2
390001575,2021-05-25T18:32:03.203Z,898,308,2021-05-15,2021-05-31,3564,38,2
390004093,2021-05-25T18:32:03.204Z,723,308,2021-05-15,2021-05-31,3564,38,1
390027549,2021-05-25T18:34:44.892Z,806,308,2021-05-17,2021-05-31,3564,40,1
389857081,2021-05-25T13:33:07.517Z,308,806,2021-05-01,2021-05-31,3709,1023,4
386914783,2021-05-26T08:40:45.227Z,688,638,2021-05-01,2021-05-14,4023,53,4
388828468,2021-05-25T18:36:41.225Z,529,218,2021-05-01,2021-05-14,3564,53,1
390002124,2021-05-25T18:32:03.202Z,806,678,2021-05-10,2021-05-16,3564,40,1
380234242,2021-05-25T18:54:33.967Z,678,764,2021-04-01,2021-04-30,3564,53,4
390412861,2021-05-26T18:40:22.500Z,912,587,2021-05-01,2021-05-14,3709,53,1
390134612,2021-05-25T18:43:48.426Z,587,723,2021-05-15,2021-06-30,3564,190,4
388834577,2021-05-25T18:36:41.220Z,266,638,2021-05-01,2021-05-14,3564,43,1
389592968,2021-05-24T20:50:56.106Z,587,764,2021-04-15,2021-04-30,3709,43,2
386912869,2021-05-26T08:40:45.228Z,796,681,2021-05-01,2021-05-14,4023,53,1
390006636,2021-05-25T18:32:03.209Z,585,308,2021-05-15,2021-05-31,3564,68,4
390412860,2021-05-26T18:40:22.500Z,912,587,2021-05-01,2021-05-14,3709,53,2
389855578,2021-05-25T13:33:07.578Z,504,529,2021-05-01,2021-05-31,3709,1023,2
390030095,2021-05-25T18:34:44.893Z,723,678,2021-05-17,2021-05-31,3564,40,1
390001562,2021-05-25T18:32:03.203Z,898,308,2021-05-15,2021-05-31,3564,114,4
388814746,2021-05-25T18:36:41.221Z,796,54,2021-05-10,2021-05-14,3564,40,1
390037691,2021-05-25T18:34:44.921Z,308,736,2021-06-15,2021-06-30,3564,82,2
388818679,2021-05-25T18:36:41.222Z,723,218,2021-05-10,2021-05-14,3564,40,2
390031709,2021-05-25T18:34:44.920Z,678,266,2021-06-15,2021-06-30,3564,82,2
390001576,2021-05-25T18:32:03.203Z,898,308,2021-05-15,2021-05-31,3564,38,1
390413249,2021-05-26T18:40:22.500Z,796,54,2021-05-01,2021-05-14,3709,53,2
389592553,2021-05-24T20:50:56.112Z,681,764,2021-04-15,2021-04-30,3709,43,4
389852251,2021-05-25T13:33:07.514Z,587,764,2021-05-01,2021-05-31,3709,1023,2
390027543,2021-05-25T18:34:44.892Z,806,308,2021-05-15,2021-05-31,3564,48,1
390413167,2021-05-26T18:40:22.502Z,806,504,2021-05-01,2021-05-14,3709,53,4
390001563,2021-05-25T18:32:03.203Z,898,308,2021-05-15,2021-05-31,3564,114,2
388818678,2021-05-25T18:36:41.222Z,723,218,2021-05-10,2021-05-14,3564,40,4
386161287,2021-05-25T18:54:33.975Z,308,638,2021-05-01,2021-05-31,3564,53,1
388834379,2021-05-25T18:36:41.220Z,266,54,2021-05-01,2021-05-14,3564,1023,4
390074692,2021-05-25T18:38:17.341Z,587,736,2021-05-15,2021-05-16,3564,190,2
390010024,2021-05-25T18:32:03.200Z,266,308,2021-05-15,2021-05-31,3564,38,1
388810004,2021-05-25T18:36:41.222Z,898,587,2021-05-01,2021-05-14,3564,1023,4
390007462,2021-05-25T18:32:03.209Z,529,308,2021-05-15,2021-05-31,3564,1023,2
390010007,2021-05-25T18:32:03.198Z,266,308,2021-05-15,2021-05-31,3564,190,4
388834579,2021-05-25T18:36:41.220Z,266,638,2021-05-10,2021-05-14,3564,40,2
390027542,2021-05-25T18:34:44.892Z,806,308,2021-05-15,2021-05-31,3564,48,2
388808444,2021-05-25T18:36:41.220Z,912,54,2021-05-01,2021-05-14,3564,53,2
385839323,2021-05-25T18:36:41.205Z,796,218,2021-05-01,2021-05-02,3564,38,2
388818106,2021-05-25T18:36:41.224Z,736,638,2021-05-01,2021-05-14,3564,48,4
389855551,2021-05-25T13:33:07.579Z,504,585,2021-05-01,2021-05-31,3709,1023,2
388808300,2021-05-25T18:36:41.220Z,912,638,2021-05-10,2021-05-14,3564,40,2
388818097,2021-05-25T18:36:41.224Z,736,638,2021-05-01,2021-05-14,3564,1023,4
388810677,2021-05-25T18:36:41.222Z,898,681,2021-05-01,2021-05-14,3564,48,4
386912672,2021-05-26T08:40:45.227Z,898,54,2021-05-01,2021-05-14,4023,53,4
390074071,2021-05-25T18:38:17.339Z,638,796,2021-05-15,2021-05-16,3564,190,1
386912638,2021-05-26T08:40:45.227Z,898,504,2021-05-01,2021-05-14,4023,53,1
385864974,2021-05-25T18:36:41.205Z,266,587,2021-05-01,2021-05-02,3564,38,1
386916731,2021-05-26T08:40:45.227Z,191,587,2021-05-01,2021-05-14,4023,53,2
388808296,2021-05-25T18:36:41.220Z,912,638,2021-05-01,2021-05-14,3564,53,4
380246497,2021-05-25T18:54:33.969Z,308,912,2021-05-01,2021-05-02,3564,53,4
390026081,2021-05-25T18:34:44.892Z,898,678,2021-05-17,2021-05-31,3564,40,4
388817600,2021-05-25T18:36:41.224Z,736,587,2021-05-01,2021-05-14,3564,48,2
390003155,2021-05-25T18:32:03.199Z,764,308,2021-05-15,2021-05-31,3564,38,4
390074739,2021-05-25T18:38:17.341Z,587,191,2021-05-15,2021-05-16,3564,190,2
386916896,2021-05-26T08:40:45.226Z,191,54,2021-05-01,2021-05-14,4023,53,1
385838995,2021-05-25T18:36:41.205Z,796,54,2021-05-01,2021-05-02,3564,38,4
386913357,2021-05-26T08:40:45.226Z,806,638,2021-05-01,2021-05-14,4023,53,1
390413229,2021-05-26T18:40:22.500Z,796,504,2021-05-01,2021-05-14,3709,53,1
388814474,2021-05-25T18:36:41.221Z,796,638,2021-05-01,2021-05-14,3564,48,2
389885223,2021-05-25T14:30:02.259Z,736,806,2021-05-01,2022-04-30,3054,249,4
388055372,2021-05-25T18:36:41.218Z,723,54,2021-05-01,2021-05-14,3564,53,1
389852244,2021-05-25T13:33:07.516Z,587,781,2021-05-01,2021-05-31,3709,1023,4
390414336,2021-05-26T18:40:22.501Z,529,638,2021-05-01,2021-05-14,3709,53,2
390413073,2021-05-26T18:40:22.500Z,806,638,2021-05-01,2021-05-14,3709,53,2
389595143,2021-05-24T20:50:56.112Z,54,764,2021-04-15,2021-04-30,3709,43,4
388810679,2021-05-25T18:36:41.222Z,898,681,2021-05-01,2021-05-14,3564,48,1
390153973,2021-05-25T18:49:58.214Z,806,308,2021-05-15,2021-05-31,3564,89,1
380264604,2021-05-25T18:54:34.200Z,308,218,2021-04-01,2021-04-02,3564,53,4
388055370,2021-05-25T18:36:41.218Z,723,54,2021-05-01,2021-05-14,3564,53,4
385838121,2021-05-25T18:36:41.205Z,796,638,2021-05-01,2021-05-02,3564,38,4
386915073,2021-05-26T08:40:45.227Z,585,638,2021-05-01,2021-05-14,4023,53,4
390414066,2021-05-26T18:40:22.500Z,688,504,2021-05-01,2021-05-14,3709,53,1
388818452,2021-05-25T18:36:41.223Z,723,681,2021-05-10,2021-05-14,3564,40,2
